customer_id,Industry Label (SIC),display_name,keywords
6585a33934c97869fa6cae44 ,Wholesale & Retail Trade,Kuno Palace Multipurpose Ventures ,"[ ""Materials and wrapper "", ""Shoes "", ""Jeans "", ""T shirt "", ""Fabrics "", ""Low heel shoes "", ""Mens wear "", ""Outfits "", ""Wrapper "", ""Boutique near me "", ""Clothing store near me "", ""Materials and wrapper "", ""Shoes "", ""Jeans "", ""T shirt "", ""Fabrics "", ""Low heel shoes "", ""Mens wear "", ""Outfits "", ""Wrapper "", ""Boutique near me "", ""Clothing store ne "
6585a699bfef5175f87b67e3 ,Wholesale & Retail Trade,Material And Textila ,"[ ""Material And Textile "", ""Material And Textile ""] "
6585a705d3f5bc6af12d0e14 ,Wholesale & Retail Trade,A. A. M MULTILINKS LIMITED ,"[ ""Ariaria marketfootwear "", ""Footwear shop "", ""Footwear store "", ""Womens shoes "", ""Mens shoes "", ""Buy shoes onine "", ""Shoe store near me "", ""Trendy shoes style "", ""Shoes for sale "", ""Casual shoes "", ""Cushion "", ""Hijab "", ""Fabrics "", ""Materials "", ""Ariaria marketfootwear "", ""Footwear shop "", ""Footwear store "", ""Womens shoes "", ""Mens sh "
6585a7ada54eb24c2c006f35 ,Wholesale & Retail Trade,Lily  s designers wears and more ,"[ ""Womens clothes "", ""80s fashion "", ""Fashion designing "", ""Fashion designer "", ""Fashion blog "", ""Mens fashion "", ""Fashion designer games "", ""Fashion house "", ""Fashion show "", ""Fashion Tv "", ""New York fashion "", ""Fashion model "", ""Fashion dresses "", ""Fashion style "", ""Fashion magazine "", ""Nigerian fashion magazine "", ""African fashi "
6585a863c50aee2221333f03 ,Information & Communication,Printing Label Business Centre ,"[ ""Custom Vinyl Printing "", ""Cheap Products Label Stickers "", ""Custom Banner Printing "", ""Digital Printing "", ""Printing services near me "", ""Bulk printing "", ""Custom printing "", ""Print shop near me "", ""Professional printing "", ""Label printing near me "", ""Sticker printing companies near me "", ""Sticker printing near me "", ""Cu "
6585a95f7c1e204e117c7e94 ,Information & Communication,MUK COMMUNICATION AND DATA SOLUTION ENTERPRISE ,"[ ""Grand Master of data and cable subscription "", ""World class data and cable subscription "", ""My best data subscription services "", ""Easily accessible and always available services "", ""Data subscriptions "", ""TV Cable Subscriptions "", ""Airtime Top Up "", ""Mobile Data "", ""Online Data Subscriptions "", ""Cheap data dundles "
6585aa262b795d5d9912c135 ,Other Services,El Zubair tailoring Institutes ,"[ ""Best tailor in town "", ""Bespoke Tailoring "", ""Agbada "", ""Senator "", ""Traditional clothing "", ""Fashion designer "", ""Tailor near me "", ""Fashion designer near me "", ""Mens tailor near me "", ""Mens fashion "", ""Expert mens tailor "", ""Best tailor in town "", ""Bespoke Tailoring "", ""Agbada "", ""Senator "", ""Traditional clothing "", ""Fashion d "
6585aa39cb995739d03020cc ,Arts & Entertainment,Sadago Graphics ,"[ ""Sadago Graphics "", ""Graphic Design "", ""Flyers "", ""Wedding flyer "", ""Funeral flyer "", ""Graphic designer near me "", ""Affordable flyers "", ""Professional graphic design "", ""Logo design specialists "", ""Sadago Graphics "", ""Graphic Design "", ""Flyers "", ""Wedding flyer "", ""Funeral flyer "", ""Graphic designer near me "", ""Affordable flyer "
6585aa7bc2835d438c372dc6 ,Information & Communication,Mubarak Global Communication Services ,"[ ""We perfect in Graphic design "", ""Airtime "", ""Tech support "", ""Graphic design "", ""Flyer "", ""Posters "", ""Graphic Designer near me "", ""Affordable Posters "", ""Mobile data recharge "", ""Online Airtime recharge "", ""Airtime top up "", ""We perfect in Graphic design "", ""Airtime "", ""Tech support "", ""Graphic design "", ""Flyer "", ""Posters "", ""Gr "
6585ab4bb6b45d69603db684 ,Manufacturing,Hasail Table Water ,"[ ""Treated water "", ""Water for sale "", ""Sachet water "", ""Fresh water "", ""Mineral water Nigeria "", ""Hidration "", ""Hidration solution "", ""H20 "", ""Water "", ""Cold Water "", ""Treated water "", ""Water for sale "", ""Sachet water "", ""Fresh water "", ""Mineral water Nigeria "", ""Hidration "", ""Hidration solution "", ""H20 "", ""Water "", ""Cold Water ""] "
6585abcb09eb4b08ff50bae3 ,Arts & Entertainment,MiD-Photos Studio ,"[ ""Photography "", ""Professional photos "", ""Moments "", ""Studio "", ""Photo art "", ""Photo session "", ""Portraits "", ""Pictures "", ""Photography "", ""Photo "", ""Pictures "", ""Moments "", ""Art studio "", ""Photo studio "", ""Professional photos "", ""Portraits "", ""Landscape photography "", ""Event photography "", ""Wedding "", ""Party "", ""Christmas "", ""Xmas "", ""Photog "
6585ad2ac263396bda795524 ,"Agriculture, Forestry & Fishing",Dan Masani Global Resources ,"[ ""Christmas Chicks Bonanza "", ""Chicken "", ""Broilers "", ""Poultry "", ""Chicks "", ""Fresh chicken for sale "", ""Local chicken supplier "", ""Farm raised Chicken "", ""Organic chicken products "", ""Chicken cuts and parts "", ""Quality chicken meat "", ""Halal chicken products "", ""Super eagle "", ""Christmas Chicks Bonanza "", ""Chicken "", ""Broilers "
6585aeddf1d5a42b2c728fa4 ,Wholesale & Retail Trade,Alyusroh Store ,"[ ""Fabric store in Nigeria "", ""Native cloth "", ""Nigeria native attires "", ""Kampala materials "", ""Asoebi "", ""Fabric store in Ilorin "", ""Clothing store in Ilorin "", ""Traditional attire "", ""Online clothing store "", ""Fabric materials in Nigeria "", ""Nigeria Wrapper "", ""Native wrappers "", ""Fabric shop in nigeria "", ""Native wears "", "" "
6585b0f8aa4f6268d8470503 ,"Agriculture, Forestry & Fishing",NULL,"[ ""Brown beans "", ""Olotu "", ""Oloyin "", ""Soybeans "", ""Adzuki "", ""Cereals "", ""Beans "", ""Cowpeas "", ""Beans store near me "", ""Bean store "", ""Legumes shop "", ""Dry beans supplier "", ""Bulk beans for sale "", ""Buy Beans Online "", ""Quality Bean Suppliers "", ""Bulk Bean Suppliers "", ""Premium Beans for Sale "", ""Organic Bean Supplier "", ""Best Priced "
6585b1b2cf4ca8521f251f99 ,Wholesale & Retail Trade,Damjem Fabrics and Blitz Fashion ,"[ ""Fashion and Fabrics "", ""Fashion show "", ""Children readymade gowns "", ""Fashion week "", ""Fashion retail "", ""Zara fashion "", ""Aso oke "", ""Ankara "", ""Womens fashion "", ""Kids fashion "", ""Women clothing "", ""Kids clothing "", ""Fashion designer "", ""Womens clothing store near me "", ""Kids clothing near me "", ""Fashion and Fabrics "", ""Fashio "
6585b2a129701654160f48c3 ,Information & Communication,PEACEFUL ENTERPRISE ,"[ ""Best ICT in Kwara "", ""Best Online Registration in Kwara "", ""Best Computer operator in kwara "", ""Best POS in Kwara "", ""Graphic Design "", ""Printer "", ""POS Service "", ""Graphic Design Services "", ""Graphic designer near me "", ""Online Registration "", ""Cyber cafe services "", ""Internet cafes near me "", ""Internet cafe services "", "" "
6585b30fde41d42c364a7344 ,Wholesale & Retail Trade,El-duniya Electronics Store Kafar Mata Potiskum Main Marrket ,"[ ""Ramtons "", ""Haier "", ""Panasonic "", ""Toshiba "", ""Dell "", ""Asus "", ""Canon "", ""Nikon "", ""Bose "", ""JBL "", ""TCL "", ""TV "", ""Radio "", ""Microwave "", ""Cheap Laptops "", ""Phones "", ""Electronic store near me "", ""Electronic appliances "", ""Electronic Shop near me "", ""Electronic Gadgets "", ""Buy electronics Online "", ""Tech gadgets "", ""Consumer Electronics "" "
6585b32c58200b2fb36a7b44 ,Wholesale & Retail Trade,A-B-K INTEGRATED VENTURES ,"[ ""ABK INTEGRATED VENTURES "", ""Cosmetics "", ""Creams "", ""Valon "", ""Nivea "", ""House of Tara "", ""Maybelline "", ""Sleek MakeUP "", ""Milani "", ""Revlon "", ""LA Girl "", ""Dove "", ""Lux "", ""Pears "", ""Johnsons Baby Soap "", ""African soap "", ""African Black Soap "", ""Dettol "", ""Shea "", ""Butter "", ""Shea Butter Soap "", ""ABK INTEGRATED VENTURES "", ""Cosmetics "", ""Cre "
6585b403acc6b9267a12b117 ,Accommodation & Food Services,Engelicsteve_Cakes&More ,"[ ""Best cakes "", ""Snacks "", ""Wedding Cakes "", ""Birthday Cakes "", ""White Forest "", ""Black Forest "", ""Vanilla Cake "", ""Bakery "", ""Cake "", ""Cakes Near Me "", ""Cake shop near me "", ""Pastries "", ""Pastry shop near me "", ""Best cakes "", ""Snacks "", ""Wedding Cakes "", ""Birthday Cakes "", ""White Forest "", ""Black Forest "", ""Vanilla Cake "", ""Bakery "", ""Cake "
6585b4504e852f004939c764 ,Wholesale & Retail Trade,Shamda Electronics Online Store ,"[ ""Phones "", ""Computers "", ""Electronic "", ""Shamda "", ""Electric shop "", ""Computer shop "", ""Electronic Appliances store "", ""Smartphone Accessories "", ""Gadget shop "", ""Tech accessories "", ""Consumer electronics "", ""Laptop deals "", ""Phone chargers "", ""Tablet cases "", ""Phones "", ""Computers "", ""Electronic "", ""Shamda "", ""Electric shop "", ""Comput "
6585b4a9cc3f8d5e935fbff3 ,Information & Communication,Excel Enterprise ,"[ ""Excel Enterprise "", ""Excellency Bala "", ""Mtn data "", ""Glo data "", ""Desktop "", ""Chords "", ""Phone chargers "", ""Mobile Data "", ""Online Data recharge "", ""Mobile Top Up "", ""Data Bundles "", ""Online airtime top up "", ""Pre paid airtime "", ""Excel Enterprise "", ""Excellency Bala "", ""Mtn data "", ""Glo data "", ""Desktop "", ""Chords "", ""Phone chargers "
6585b660ed4fa972ad7d41d3 ,Transport & Storage,Romat car rental ,"[ ""Car rental "", ""Luxury car rental "", ""Car rental in Enugu "", ""Car rental in South East "", ""Car rentals "", ""Rent a car "", ""Car rental "", ""Luxury car rental "", ""Car rental in Enugu "", ""Car rental in South East "", ""Car rentals "", ""Rent a car ""] "
6585b93b2a793668ff294a63 ,Wholesale & Retail Trade,Anne  s Dights ,"[ ""Souvenir "", ""Handmade bags "", ""Quality handmade bags "", ""Best ceremony souvenirs "", ""Best souvenirs "", ""Souvenirs "", ""Tote bags "", ""African bags "", ""Bags nigeria "", ""The best souvenir "", ""Souvenir to gift "", ""The best quality hand bags "", ""Affordable tote bags "", ""Affordable hand bags "", ""Quality tote bags "", ""Best quality tot "
6585c0c1c5c360592273e823 ,Wholesale & Retail Trade,UA Wears & Stores ,"[ ""OK Baby wears "", ""OK Shoes "", ""POS Service "", ""Quality Secondhand Clothes "", ""Affordable Used Baby Clothes "", ""Money Transfer Services "", ""FirstClass Used Apparel "", ""Reliable Money Withdrawal "", ""Safe and Quick Money Transfer "", ""Online Thrift Store "", ""Chic Resale Clothing "", ""Clothing stores near me "", ""Baby clothes n "
6585c2518270f45e8d73b883 ,"Agriculture, Forestry & Fishing",Mama  s poultry & Slowburn  s Stitches ,"[ ""Healthy organic birds "", ""Birds "", ""Poultry "", ""Chicken "", ""Custom stitching services "", ""Tailoring and alterations "", ""Chicken for sale "", ""Poultry products "", ""Handmade clothing "", ""Fresh chicken products "", ""Bespoke tailoring "", ""Organic poultry "", ""Stitching solutions "", ""Local chicken farm "", ""Custom dressmaking "", ""Healt "
6585c3bdbd17b82855495563 ,Information & Communication,Omale John Achimugu ,"[ ""Clean information "", ""Gospel Music "", ""Health Talk "", ""Technological Advancements "", ""Clean information "", ""Gospel Music "", ""Health Talk "", ""Technological Advancements ""] "
6585c8c1730b41367f73c18d ,"Agriculture, Forestry & Fishing",Ikeoluwa Poultry Farms ,"[ ""Ikeoluwa "", ""Poultry "", ""Bulk chicken orders "", ""Halal chicken "", ""Farm Raised Chicken "", ""Broiler Chicken "", ""Turkey "", ""Cockerel "", ""Eggs "", ""Local chicken supplier "", ""Organic Chicken Products "", ""Ikeoluwa "", ""Poultry "", ""Bulk chicken orders "", ""Halal chicken "", ""Farm Raised Chicken "", ""Broiler Chicken "", ""Turkey "", ""Cockerel "", ""E "
6585cb1e00be702f9f7d91f3 ,Wholesale & Retail Trade,Mamina Etsy shop ,"[ ""Oil "", ""Castor oil "", ""Black seeds "", ""Benefits of oil "", ""Benefits of castor oil "", ""Cold pressed oil "", ""Essential oil "", ""Organic oil "", ""Ingredients "", ""Health benefits of castor oil "", ""Cold pressed hexane free castor oil "", ""Hair cream "", ""Body oil "", ""Hair oil "", ""Hair growth oil "", ""Oil "", ""Castor oil "", ""Black seeds "", ""Ben "
6585cbe67fd2da751b12d183 ,Wholesale & Retail Trade,A Bukar Provision Store ,"[ ""Convenience store "", ""Grocery store "", ""Neighborhood market "", ""Local provisions "", ""Household Essentials "", ""Essential Item shop "", ""Mini market "", ""Provision store near me "", ""Food market "", ""Affordable produce stores near me "", ""Grocery store near "", ""Household essential stores near me "", ""Mini market near me "", ""Where  "
6585d0071c248755ea66d86d ,Financial & Insurance Services,Zdata Bank ,"[ ""Zdatabank "", ""Internet data purchase "", ""Airtime topup "", ""Mobile recharge "", ""Data bundle deals "", ""Online bill pay "", ""TV Cable subscriptions "", ""Postpaid bill payments "", ""Pre paid airtime "", ""TV subscription renewal "", ""Online airtime recharge "", ""Internet bundles "", ""Zdatabank "", ""Internet data purchase "", ""Airtime topu "
6585d018add7424360404fb5 ,Other Services,Jonmarc Aesthetics and Constructions ,"[ ""Pool service near me "", ""Pool cleaning service near me "", ""Swimming pool store near me "", ""Swimming pool builders near me "", ""Pool service companies near me "", ""Swimming pool contractors near me "", ""Pool cleaning companies near me "", ""Pool maintenance companies near me "", ""Inground pool companies near me "", ""Above  "
6585d4f6ca93ea77382b71a4 ,Administrative Services,AMA PLUMBING SERVICES ,"[ ""Plumbing services "", ""Emergency plumbing "", ""Residential plumbing "", ""Commercial plumbing "", ""Leak detection "", ""Pipe repair "", ""Drain cleaning "", ""Water heater installation "", ""Toilet Installation "", ""Plumber near me "", ""Reliable plumber near me "", ""Pipe repair company near me "", ""Drain cleaners near me "", ""Water heater i "
6585dc48d039314e416698d3 ,"Agriculture, Forestry & Fishing",Enthous Global Business Enterprises ,"[ ""Climate smart agriculture "", ""Food security "", ""Digital agriculture "", ""Sustainability "", ""Climate change "", ""Agribusiness "", ""Agritech "", ""Food system "", ""Supply Chain "", ""Agricultural Service "", ""Climate smart agriculture "", ""Food security "", ""Digital agriculture "", ""Sustainability "", ""Climate change "", ""Agribusiness "", ""Agrit "
6585e09b34d0aa6c0877d933 ,Wholesale & Retail Trade,Fadanchi Dressed and impresses enterprises ,"[ ""Fadanchi Dressed and impresses 8365 "", ""Fashion store near me "", ""Clothing store near me "", ""Boutique near me "", ""Womens wear "", ""Mens wear "", ""Childrens wear "", ""Accessories "", ""Designer clothes "", ""Fadanchi Dressed and impresses 8365 "", ""Fashion store near me "", ""Clothing store near me "", ""Boutique near me "", ""Womens wea "
6585e2a473e07c622753f913 ,Information & Communication,PHICKFEM DIGITALS ,"[ ""Online Digital Marketing "", ""Affiliate marketing programs "", ""Affiliate networks "", ""Affiliate marketing training "", ""Best affiliate programs "", ""Passive income opportunities "", ""Affiliate marketing strategies "", ""Wealth building strategies "", ""Personal finance transformation "", ""Financial mindset coaching "", ""Transf "
6585e2aafc730423526759e4 ,Real Estate Activities,Houses 4 U Company ,"[ ""Houses for sale in Abuja "", ""House Hunting "", ""Real Estate "", ""Property listings "", ""Houses for sale near me "", ""Property for sale "", ""Real estate investments "", ""Real estate agents "", ""Houses for sale in Abuja "", ""House Hunting "", ""Real Estate "", ""Property listings "", ""Houses for sale near me "", ""Property for sale "", ""Real  "
6585e493d95fba7442556847 ,Information & Communication,Maxlunar Tech. Ltd ,"[ ""UI UX "", ""Web design "", ""Product design "", ""Cyber security "", ""Remote job "", ""Cryptocurrency "", ""Financial stability "", ""Courses in Finance "", ""Courses in IT "", ""Finance course "", ""Courses in web design "", ""Product design courses "", ""Cyber security courses "", ""UI UX "", ""Web design "", ""Product design "", ""Cyber security "", ""Remote j "
6585e5946054904e3a5dc3ea ,Wholesale & Retail Trade,Adtech 247 Global Solutions ,"[ ""Laptops "", ""Computers "", ""Computer Accessories "", ""IT Support "", ""CCTV cameras "", ""London used Laptops "", ""Adtech "", ""Technology "", ""Hp "", ""Dell "", ""UK Used Laptops "", ""Laptops "", ""Computers "", ""Computer Accessories "", ""IT Support "", ""CCTV cameras "", ""London used Laptops "", ""Adtech "", ""Technology "", ""Hp "", ""Dell "", ""UK Used Laptops ""] "
6585f41ec59f9c7ca63f1203 ,Information & Communication,Shukran Communication and Graphics design ,"[ ""Data subscription anywhere anytime "", ""Mobile data subscription "", ""Quick data topup "", ""Mobile data plans "", ""Mobile data topup "", ""Data recharge "", ""Data Bundle "", ""Unlimited network data "", ""Data subscription anywhere anytime "", ""Mobile data subscription "", ""Quick data topup "", ""Mobile data plans "", ""Mobile data topup "
6585f791dbfd5b21cc3b4415 ,Information & Communication,Rahama computer Centre kardi ,"[ ""Document scanning "", ""Photocopy services "", ""Copy center "", ""Color copying "", ""Laminating services "", ""VTU platform "", ""Prepaid recharge "", ""Mobile topup "", ""Airtime recharge "", ""Cable subscription renewal "", ""Rahama computer center kardi "", ""Internet cafe near me "", ""Where can I scan documents "", ""Where can i renew my cab "
6585f9b26fff7661dc44e036 ,Information & Communication,Ambursatech Communications ,"[ ""MTN Data "", ""MTN Nigeria Data Bundles "", ""Data and Airtime Recharge "", ""Buy cheap MTN Data "", ""Resell cheapData in Nigeria "", ""Buy resell Glo Airtime & Data "", ""Startimes Subscription "", ""DSTV Subscription "", ""Purchase Waec "", ""Neco "", ""Jamb Pins "", ""Cheap GLO Data "", ""Cheap Airtel Data "", ""Cheap 9Mobile Data "", ""MTN Airtime "
6585fd882c3c547a8d730e65 ,Professional Services,Hassan Business center in yobe ,"[ ""Graphic design and flow plans design "", ""AutoCAD Design "", ""Design of Billboard banner "", ""Design of brand kid "", ""Design of business card "", ""Billboard design "", ""Custom banners "", ""Promotional graphics "", ""Brand visibility "", ""Graphic designers near me "", ""Graphic design companies near me "", ""Branding agencies near m "
65860240536e277264596075 ,Wholesale & Retail Trade,NULL,"[ ""Smartphone "", ""Mobile Phones "", ""Latest phones "", ""Screen protectors "", ""Headphones "", ""Chargers "", ""Power banks "", ""Phone accessories near me "", ""Cellphone accessories stores near me "", ""Where can I get a charger "", ""Affordable latest phones "", ""Phone shop near me "", ""Earphones shop "", ""Where can i buy earphones "", ""Screen  "
65864bda3cca4d318e7b8394 ,Construction,Muhammad Alamin Sani Services ,"[ ""Solar installation "", ""Electrician "", ""Satellite installer "", ""Best solar and electrical services "", ""Solar expert "", ""Satellite installation in minna "", ""Solar installation in Minna "", ""Satellite installer in Minna "", ""Electrician in minna "", ""Satellite "", ""Wiring "", ""Installation "", ""Energy Solutions "", ""Sustainable Livi "
6586501619091c61aa5cc263 ,Information & Communication,Divcreates ,"[ ""Web design "", ""AI "", ""META "", ""Graphic Design "", ""Digital Skill "", ""Business Development "", ""Web design "", ""AI "", ""META "", ""Graphic Design "", ""Digital Skill "", ""Business Development ""] "
658667f8df4c16586344df23 ,Wholesale & Retail Trade,NAWWA AND CO ENTERPRISE ,"[ ""Kids clothing store "", ""Kids apparel "", ""Fashion Apparel "", ""Trendy Cothing "", ""Kids and Adult Fashion "", ""Affordable Apparel "", ""Womens Fashion "", ""Mens fashion "", ""Childrens clothing "", ""Affordable kids wear "", ""Kids clothing store "", ""Kids apparel "", ""Fashion Apparel "", ""Trendy Cothing "", ""Kids and Adult Fashion "", ""Afforda "
658671048fb3a63337330524 ,Information & Communication,Top notch tech ,"[ ""Web developers near me "", ""Website developers near me "", ""Web Design Company "", ""Professional Website Designs "", ""Creative Design Solutions "", ""Affordable Web Development "", ""Modern Website Layouts "", ""Web developers near me "", ""Website developers near me "", ""Web Design Company "", ""Professional Website Designs "", ""Crea "
658672f53962790cc13c7326 ,Information & Communication,Rani Bizworld ,"[ ""Graphic design "", ""Web design "", ""Web designer near me "", ""Graphic designer near me "", ""Banners "", ""Posters "", ""Invitation cards "", ""Web Design Company "", ""Creative Design Solutions "", ""UIUX Design Services "", ""Logo design experts "", ""Affordable Web Development "", ""Graphic design "", ""Web design "", ""Web designer near me "", ""Gra "
6586744709811a4e4e074694 ,Information & Communication,Absadtechs ,"[ ""Window installation "", ""UI & UX Design "", ""Graphic design "", ""Troubleshooting "", ""Software Installation "", ""Graphic design services near me "", ""Software Management "", ""Hardware Repair "", ""Web design company near me "", ""Computer repair near me "", ""Graphic designers near me "", ""Affordable graphic designers near me "", ""Soft "
6586881ff35db80f8034bc64 ,Wholesale & Retail Trade,Dozee wears ,"[ ""Crocs "", ""Shoes "", ""Mens jeans "", ""Polo "", ""Tshirts "", ""Boxers "", ""Clothes "", ""Comfy crocs "", ""Adidas pams "", ""Footwear "", ""Fashion "", ""Jeans "", ""Online shopping "", ""Crocs "", ""Shoes "", ""Mens jeans "", ""Polo "", ""Tshirts "", ""Boxers "", ""Clothes "", ""Comfy crocs "", ""Adidas pams "", ""Footwear "", ""Fashion "", ""Jeans "", ""Online shopping ""] "
658694b6c2cc08084014ec06 ,"Agriculture, Forestry & Fishing",Norchard Farm Produce ,"[ ""Cassava "", ""Natural palm oil "", ""Healthy yam "", ""Fresh yam for sale "", ""Best yam in Abuja "", ""Pure and natural palm oil "", ""Cassava roots for sale "", ""Buy yam online "", ""Premium palm oil "", ""Quality yam and cassava "", ""Pure palm oil products "", ""Organic cassava supplier "", ""Farm produce supplier near me "", ""Buy farm produc "
658696892e36c8567f7c6818 ,Manufacturing,Awari Baby Food Enterprise ,"[ ""Wholesome Nutrition "", ""Natural Ingredients "", ""ChemicalFree Baby Meals "", ""Balanced Baby Diet "", ""Organic Baby Food "", ""NutrientRich cereals "", ""Healthful Baby Food Options "", ""Baby Care Essentials "", ""Natural Parenting "", ""Parenting Tips "", ""Organic baby food near me "", ""Organic food near me "", ""Natural food for my bab "
658696b7c36dca32da4fa3d6 ,Manufacturing,D-Sam O Aluminium fabrication LTD. ,"[ ""Aluminum windows "", ""Price of aluminum doors "", ""Price of windows "", ""Handrails "", ""Custom doors "", ""Custom windows "", ""Exterior Doors "", ""Interior Doors "", ""Doors "", ""Windows "", ""Residential windows "", ""Commercial windows "", ""Aluminium doors "", ""Aluminum windows "", ""Price of aluminum doors "", ""Price of windows "", ""Handrails "", ""C "
6586990dbf6f0e52ba354038 ,Health & Social Work,Fyona Beauty Secrets ,"[ ""Flat tummy "", ""Flat stomach "", ""Weight loss "", ""Lose weight "", ""Skin care "", ""Kgs "", ""Fat "", ""Slim "", ""Thin "", ""Fyona "", ""Beauty "", ""Fyona beauty secrets "", ""Organic products "", ""Organic "", ""Natural products "", ""Natural "", ""Hair growth "", ""Weight "", ""Weigh "", ""Pounds "", ""Belly "", ""Belly fat "", ""Flat belly "", ""High fat burner "", ""Fat burner "", ""Fa "
65869fee098ac27d3126f41a ,Arts & Entertainment,Sani Kainuwa ,"[ ""Gaskiya "", ""Breaking News Updates "", ""Social Media News "", ""RealTime News "", ""Trending stories "", ""News sharing online "", ""Social Media Buzz "", ""Latest news online "", ""Social Media Breaking News "", ""Trending social stories "", ""Gaskiya "", ""Breaking News Updates "", ""Social Media News "", ""RealTime News "", ""Trending stories "", ""Ne "
6586b2fa146db80ee80ff695 ,Financial & Insurance Services,Idriss communications center ,"[ ""Communications "", ""SIM Registration "", ""Phone Charging Service "", ""Mobile Money Transfer "", ""Bank Transactions "", ""Cash Transfer "", ""Mobile Banking "", ""SIM Activation "", ""Recharge Solutions "", ""Sim registration companies near me "", ""Secure bank transaction companies "", ""Sim activation services near me "", ""Cash transfer s "
6586bb356bfeb63eff2460d5 ,Other Services,MGU company ltd ,"[ ""MGU company ltd "", ""MGU company ltd ""] "
6586df7c823250058b0bb9e5 ,Professional Services,Suleiman Graphics designer ,"[ ""Suleiman Graphics designer "", ""Custom Logo Design "", ""Social Media Graphics "", ""Stunning Web Banners "", ""Professional Business Cards "", ""Graphic designer near me "", ""Graphic design agency near me "", ""Graphic designers near me "", ""Affordable graphic designer "", ""Best graphic designer near me "", ""Reliable graphic desig "
65870015ddc3c24f8d6dec63 ,Professional Services,AA Graphics ,"[ ""Design services "", ""Graphic designer "", ""Creative design "", ""Brand identity "", ""Logo design "", ""Branding solutions "", ""Graphic designer near me "", ""Affordable graphic designer "", ""Design services "", ""Graphic designer "", ""Creative design "", ""Brand identity "", ""Logo design "", ""Branding solutions "", ""Graphic designer near me "", "" "
65873f81af84587f29518f06 ,Construction,MAZAGANE CONSTRUCTION CONSULTANT ,"[ ""Quantity Surveyor "", ""Construction "", ""Estimate "", ""BOQ "", ""Valuation "", ""Bill of quantities BOQ "", ""Quantity surveying "", ""Construction cost management "", ""Material and labor scheduling "", ""Quantity surveyor consultants "", ""Building Cost Analysis "", ""Quantity Surveyor near me "", ""Quantity Surveyor "", ""Construction "", ""Estim "
65876cbb7c9b3d23616c41d5 ,Wholesale & Retail Trade,NULL,"[ ""MHG "", ""Shoe store "", ""Footwear shop "", ""Shoe boutique "", ""Fashion shoes "", ""Shoe retailer "", ""Shoes shop near me "", ""Clothing store "", ""Apparel shop "", ""Textile shop "", ""Fabric store "", ""Material store "", ""MHG "", ""Shoe store "", ""Footwear shop "", ""Shoe boutique "", ""Fashion shoes "", ""Shoe retailer "", ""Shoes shop near me "", ""Clothing st "
6587f63e0cd13f681d6baa53 ,Wholesale & Retail Trade,Yusuf Abdullahi communication center ,"[ ""Prepaid cards "", ""Mobile recharge "", ""Phone accessories "", ""Cellphone topups "", ""Mobile credit "", ""Phone chargers "", ""Phone cases "", ""Headphones "", ""Ear phones "", ""USB cable "", ""Power bank "", ""Phone accessories near me "", ""Phone chargers near me "", ""Headphone stores near me "", ""Phone store "", ""Phones shop "", ""Buy phones online "", "
6587f75b00a83e663a179467 ,Wholesale & Retail Trade,Ibrosoje comm center ,"[ ""Phone cases "", ""Screen protectors "", ""Chargers "", ""Headphones "", ""Bluetooth accessories "", ""Smartphones "", ""Wireless chargers "", ""Phone accessories near me "", ""Phone shop near me "", ""Phone Accessories "", ""Buy phones online "", ""Phone cases "", ""Screen protectors "", ""Chargers "", ""Headphones "", ""Bluetooth accessories "", ""Smartphones "
658847a508e99473ef254893 ,Other Services,So Diamond Cleaners ,"[ ""Cleaning Services in Enugu "", ""Cleaners in Trans Ekulu "", ""Professional cleaners in Enugu State "", ""Professional cleaning service in Enugu "", ""Liquid soap "", ""Tiles cleaner "", ""Toilet cleaner "", ""Expert cleaning services "", ""House cleaning "", ""Maid services "", ""Apartment Cleaning "", ""Office Cleaning "", ""Cleaning Services "
658945f01fb9b55d8c0fe2e3 ,Professional Services,MDMZ GENERAL ENTERPRISES ,"[ ""Eregistration "", ""Electronic filing "", ""EGov solutions "", ""Compliance services "", ""Online business solutions "", ""Business registration "", ""Cyber Cafe "", ""Business Compliance "", ""CAC Search "", ""Business Documentation "", ""Business registration companies "", ""Companies that registers businesses "", ""Eregistration "", ""Electronic "
6589770122124c53921fd4a3 ,Manufacturing,Dynamic Welding Works ,"[ ""Welding "", ""Welder "", ""Metal fabrication "", ""Welding Fabrication "", ""Precision Innovation "", ""Craftsmanship "", ""Excellence Dynamic "", ""Welding near me "", ""Welders near me "", ""Welding "", ""Welder "", ""Metal fabrication "", ""Welding Fabrication "", ""Precision Innovation "", ""Craftsmanship "", ""Excellence Dynamic "", ""Welding near me "", ""We "
658a8bf1c6d581769a5805b7 ,Wholesale & Retail Trade,Apex drive lubricants ecopill ,"[ ""Fuel additive Virgin engine oil "", ""Auto upgrade "", ""Motor oil "", ""100 virgin engine oil "", ""Fuel additives "", ""Save up to 30 of fuel consumption "", ""Auto maintenance "", ""Car treatment "", ""Fuel Treatment "", ""Injectors cleaners "", ""Motor mechanic "", ""Car accessories "", ""Car life "", ""Lubricants "", ""Engine Performance "", ""Save fu "
